id,defective,model,state
MCQ_61_8,no,Gemini-3.1-Pro,both
MCQ_61_9,no,Gemini-3.1-Pro,both
MCQ_61_7,no,Gemini-3.1-Pro,both
MCQ_63_1,yes,Gemini-3.1-Pro,option-only
MCQ_63_2,yes,Gemini-3.1-Pro,option-only
MCQ_63_3,yes,Gemini-3.1-Pro,option-only
MCQ_61_10,no,Gemini-3.1-Pro,both
MCQ_63_4,yes,Gemini-3.1-Pro,option-only
MCQ_63_6,yes,Gemini-3.1-Pro,option-only
MCQ_63_5,yes,Gemini-3.1-Pro,option-only
MCQ_63_7,yes,Gemini-3.1-Pro,option-only
MCQ_63_9,yes,Gemini-3.1-Pro,option-only
MCQ_64_1,no,Gemini-3.1-Pro,both
MCQ_64_2,no,Gemini-3.1-Pro,both
MCQ_63_8,yes,Gemini-3.1-Pro,option-only
MCQ_64_3,no,Gemini-3.1-Pro,both
MCQ_63_10,yes,Gemini-3.1-Pro,option-only
MCQ_64_5,no,Gemini-3.1-Pro,both
MCQ_64_6,no,Gemini-3.1-Pro,both
MCQ_64_7,no,Gemini-3.1-Pro,both
MCQ_65_1,no,Gemini-3.1-Pro,both
MCQ_64_8,no,Gemini-3.1-Pro,both
MCQ_64_10,no,Gemini-3.1-Pro,both
MCQ_64_9,no,Gemini-3.1-Pro,both
MCQ_64_4,no,Gemini-3.1-Pro,both
MCQ_65_2,no,Gemini-3.1-Pro,both
MCQ_65_4,no,Gemini-3.1-Pro,both
MCQ_65_3,no,Gemini-3.1-Pro,both
MCQ_65_6,no,Gemini-3.1-Pro,both
MCQ_65_8,no,Gemini-3.1-Pro,both
MCQ_65_9,no,Gemini-3.1-Pro,both
MCQ_65_7,no,Gemini-3.1-Pro,both
MCQ_65_10,no,Gemini-3.1-Pro,both
MCQ_65_5,no,Gemini-3.1-Pro,both
MCQ_66_1,no,Gemini-3.1-Pro,both
MCQ_66_2,no,Gemini-3.1-Pro,both
MCQ_66_3,no,Gemini-3.1-Pro,both
MCQ_66_4,no,Gemini-3.1-Pro,both
MCQ_66_5,no,Gemini-3.1-Pro,both
MCQ_66_6,no,Gemini-3.1-Pro,both
MCQ_66_7,no,Gemini-3.1-Pro,both
MCQ_66_8,no,Gemini-3.1-Pro,both
MCQ_66_9,no,Gemini-3.1-Pro,both
MCQ_66_10,no,Gemini-3.1-Pro,both
MCQ_67_1,no,Gemini-3.1-Pro,option-only
MCQ_67_4,no,Gemini-3.1-Pro,option-only
MCQ_67_3,no,Gemini-3.1-Pro,both
MCQ_67_2,no,Gemini-3.1-Pro,both
MCQ_67_5,no,Gemini-3.1-Pro,option-only
MCQ_67_6,no,Gemini-3.1-Pro,both
MCQ_67_9,no,Gemini-3.1-Pro,both
MCQ_67_7,no,Gemini-3.1-Pro,both
MCQ_67_10,no,Gemini-3.1-Pro,option-only
MCQ_67_8,no,Gemini-3.1-Pro,both
MCQ_69_1,no,Gemini-3.1-Pro,both
MCQ_69_2,no,Gemini-3.1-Pro,both
MCQ_69_5,no,Gemini-3.1-Pro,both
MCQ_69_4,no,Gemini-3.1-Pro,both
MCQ_69_3,no,Gemini-3.1-Pro,both
MCQ_69_8,no,Gemini-3.1-Pro,both
MCQ_69_6,no,Gemini-3.1-Pro,both
MCQ_69_10,no,Gemini-3.1-Pro,both
MCQ_69_9,no,Gemini-3.1-Pro,both
MCQ_69_7,no,Gemini-3.1-Pro,both
MCQ_70_1,no,Gemini-3.1-Pro,both
MCQ_70_2,no,Gemini-3.1-Pro,option-only
MCQ_70_5,no,Gemini-3.1-Pro,option-only
MCQ_70_4,no,Gemini-3.1-Pro,both
MCQ_70_7,no,Gemini-3.1-Pro,option-only
MCQ_70_6,no,Gemini-3.1-Pro,option-only
MCQ_70_8,no,Gemini-3.1-Pro,option-only
MCQ_70_3,no,Gemini-3.1-Pro,option-only
MCQ_70_9,no,Gemini-3.1-Pro,option-only
MCQ_70_10,no,Gemini-3.1-Pro,option-only
MCQ_71_1,no,Gemini-3.1-Pro,both
MCQ_71_2,no,Gemini-3.1-Pro,both
MCQ_71_3,no,Gemini-3.1-Pro,both
MCQ_71_4,no,Gemini-3.1-Pro,both
MCQ_71_6,no,Gemini-3.1-Pro,both
MCQ_71_5,no,Gemini-3.1-Pro,both
MCQ_71_7,no,Gemini-3.1-Pro,both
MCQ_71_9,no,Gemini-3.1-Pro,both
MCQ_71_8,no,Gemini-3.1-Pro,both
MCQ_71_10,no,Gemini-3.1-Pro,both
MCQ_72_2,no,Gemini-3.1-Pro,option-only
MCQ_72_1,no,Gemini-3.1-Pro,both
MCQ_72_4,no,Gemini-3.1-Pro,both
MCQ_72_3,no,Gemini-3.1-Pro,both
MCQ_72_6,no,Gemini-3.1-Pro,both
MCQ_72_7,no,Gemini-3.1-Pro,option-only
MCQ_72_5,no,Gemini-3.1-Pro,both
MCQ_72_8,no,Gemini-3.1-Pro,both
MCQ_72_9,no,Gemini-3.1-Pro,both
MCQ_74_2,yes,Gemini-3.1-Pro,option-only
MCQ_72_10,no,Gemini-3.1-Pro,both
MCQ_74_1,yes,Gemini-3.1-Pro,option-only
MCQ_74_5,yes,Gemini-3.1-Pro,option-only
MCQ_74_6,yes,Gemini-3.1-Pro,option-only
MCQ_74_3,yes,Gemini-3.1-Pro,option-only
MCQ_74_4,yes,Gemini-3.1-Pro,neither
MCQ_75_1,yes,Gemini-3.1-Pro,option-only
MCQ_74_9,yes,Gemini-3.1-Pro,neither
MCQ_75_2,yes,Gemini-3.1-Pro,option-only
MCQ_75_3,yes,Gemini-3.1-Pro,neither
MCQ_74_10,yes,Gemini-3.1-Pro,option-only
MCQ_75_4,yes,Gemini-3.1-Pro,option-only
MCQ_75_5,yes,Gemini-3.1-Pro,option-only
MCQ_75_6,yes,Gemini-3.1-Pro,option-only
MCQ_75_7,yes,Gemini-3.1-Pro,option-only
MCQ_74_8,yes,Gemini-3.1-Pro,option-only
MCQ_74_7,yes,Gemini-3.1-Pro,option-only
MCQ_75_8,yes,Gemini-3.1-Pro,option-only
MCQ_75_10,yes,Gemini-3.1-Pro,option-only
MCQ_75_9,yes,Gemini-3.1-Pro,option-only
MCQ_76_1,no,Gemini-3.1-Pro,both
MCQ_76_2,no,Gemini-3.1-Pro,both
MCQ_76_3,no,Gemini-3.1-Pro,both
MCQ_76_5,no,Gemini-3.1-Pro,both
MCQ_76_8,no,Gemini-3.1-Pro,both
MCQ_76_9,no,Gemini-3.1-Pro,both
MCQ_76_10,no,Gemini-3.1-Pro,both
MCQ_77_1,no,Gemini-3.1-Pro,both
MCQ_76_4,no,Gemini-3.1-Pro,both
MCQ_77_2,no,Gemini-3.1-Pro,option-only
MCQ_76_7,no,Gemini-3.1-Pro,both
MCQ_77_3,no,Gemini-3.1-Pro,option-only
MCQ_77_4,no,Gemini-3.1-Pro,option-only
MCQ_77_6,no,Gemini-3.1-Pro,neither
MCQ_77_9,no,Gemini-3.1-Pro,option-only
MCQ_76_6,no,Gemini-3.1-Pro,both
MCQ_77_10,no,Gemini-3.1-Pro,option-only
MCQ_77_5,no,Gemini-3.1-Pro,option-only
MCQ_77_7,no,Gemini-3.1-Pro,option-only
MCQ_77_8,no,Gemini-3.1-Pro,neither
MCQ_79_1,yes,Gemini-3.1-Pro,option-only
MCQ_79_2,yes,Gemini-3.1-Pro,option-only
MCQ_79_4,yes,Gemini-3.1-Pro,option-only
MCQ_79_3,yes,Gemini-3.1-Pro,option-only
MCQ_79_5,yes,Gemini-3.1-Pro,option-only
MCQ_79_7,yes,Gemini-3.1-Pro,option-only
MCQ_79_10,yes,Gemini-3.1-Pro,neither
MCQ_80_1,no,Gemini-3.1-Pro,both
MCQ_79_6,yes,Gemini-3.1-Pro,option-only
MCQ_80_3,no,Gemini-3.1-Pro,both
MCQ_80_4,no,Gemini-3.1-Pro,both
MCQ_80_5,no,Gemini-3.1-Pro,both
MCQ_79_9,yes,Gemini-3.1-Pro,option-only
MCQ_79_8,yes,Gemini-3.1-Pro,option-only
MCQ_80_7,no,Gemini-3.1-Pro,both
MCQ_80_8,no,Gemini-3.1-Pro,both
MCQ_80_2,no,Gemini-3.1-Pro,both
MCQ_80_9,no,Gemini-3.1-Pro,both
MCQ_80_6,no,Gemini-3.1-Pro,both
MCQ_80_10,no,Gemini-3.1-Pro,both
MCQ_1_3,no,gpt-5.5,both
MCQ_1_1,no,gpt-5.5,both
MCQ_1_5,no,gpt-5.5,both
MCQ_1_2,no,gpt-5.5,both
MCQ_1_4,no,gpt-5.5,both
MCQ_1_6,no,gpt-5.5,both
MCQ_1_8,no,gpt-5.5,both
MCQ_1_7,no,gpt-5.5,both
MCQ_1_9,no,gpt-5.5,both
MCQ_1_10,no,gpt-5.5,both
MCQ_2_1,no,gpt-5.5,both
MCQ_2_3,no,gpt-5.5,both
MCQ_2_2,no,gpt-5.5,both
MCQ_2_4,no,gpt-5.5,both
MCQ_2_5,no,gpt-5.5,both
MCQ_2_6,no,gpt-5.5,both
MCQ_2_7,no,gpt-5.5,both
MCQ_2_8,no,gpt-5.5,both
MCQ_2_9,no,gpt-5.5,both
MCQ_2_10,no,gpt-5.5,both
MCQ_3_1,yes,gpt-5.5,option-only
MCQ_3_2,yes,gpt-5.5,option-only
MCQ_3_3,yes,gpt-5.5,option-only
MCQ_3_5,yes,gpt-5.5,option-only
MCQ_3_4,yes,gpt-5.5,option-only
MCQ_3_6,yes,gpt-5.5,option-only
MCQ_3_7,yes,gpt-5.5,neither
MCQ_3_10,yes,gpt-5.5,neither
MCQ_3_8,yes,gpt-5.5,option-only
MCQ_3_9,yes,gpt-5.5,option-only
MCQ_4_1,no,gpt-5.5,both
MCQ_4_3,no,gpt-5.5,both
MCQ_4_4,no,gpt-5.5,both
MCQ_4_2,no,gpt-5.5,both
MCQ_4_5,no,gpt-5.5,both
MCQ_4_6,no,gpt-5.5,both
MCQ_4_9,no,gpt-5.5,both
MCQ_4_8,no,gpt-5.5,both
MCQ_6_1,no,gpt-5.5,both
MCQ_4_10,no,gpt-5.5,both
MCQ_4_7,no,gpt-5.5,both
MCQ_6_2,no,gpt-5.5,both
MCQ_6_4,no,gpt-5.5,both
MCQ_6_3,no,gpt-5.5,both
MCQ_6_5,no,gpt-5.5,both
MCQ_6_6,no,gpt-5.5,both
MCQ_6_7,no,gpt-5.5,both
MCQ_6_8,no,gpt-5.5,both
MCQ_8_1,no,gpt-5.5,both
MCQ_6_10,no,gpt-5.5,both
MCQ_6_9,no,gpt-5.5,option-only
MCQ_8_2,no,gpt-5.5,both
MCQ_8_5,no,gpt-5.5,both
MCQ_8_3,no,gpt-5.5,both
MCQ_8_4,no,gpt-5.5,both
MCQ_8_6,no,gpt-5.5,both
MCQ_8_7,no,gpt-5.5,both
MCQ_8_8,no,gpt-5.5,both
MCQ_8_10,no,gpt-5.5,both
MCQ_8_9,no,gpt-5.5,both
MCQ_9_1,no,gpt-5.5,both
MCQ_9_5,no,gpt-5.5,option-only
MCQ_9_3,no,gpt-5.5,neither
MCQ_9_6,no,gpt-5.5,neither
MCQ_9_4,no,gpt-5.5,neither
MCQ_9_7,no,gpt-5.5,neither
MCQ_9_2,no,gpt-5.5,option-only
MCQ_9_8,no,gpt-5.5,neither
MCQ_9_9,no,gpt-5.5,neither
MCQ_9_10,no,gpt-5.5,neither
MCQ_10_1,yes,gpt-5.5,option-only
MCQ_10_2,yes,gpt-5.5,option-only
MCQ_10_4,yes,gpt-5.5,option-only
MCQ_10_3,yes,gpt-5.5,option-only
MCQ_10_5,yes,gpt-5.5,option-only
MCQ_10_6,yes,gpt-5.5,option-only
MCQ_10_7,yes,gpt-5.5,option-only
MCQ_10_9,yes,gpt-5.5,option-only
MCQ_10_8,yes,gpt-5.5,neither
MCQ_10_10,yes,gpt-5.5,option-only
MCQ_11_1,no,gpt-5.5,option-only
MCQ_11_3,no,gpt-5.5,option-only
MCQ_11_5,no,gpt-5.5,option-only
MCQ_11_4,no,gpt-5.5,option-only
MCQ_11_6,no,gpt-5.5,option-only
MCQ_11_2,no,gpt-5.5,option-only
MCQ_11_7,no,gpt-5.5,neither
MCQ_11_8,no,gpt-5.5,option-only
MCQ_11_9,no,gpt-5.5,option-only
MCQ_12_1,no,gpt-5.5,both
MCQ_11_10,no,gpt-5.5,neither
MCQ_12_3,no,gpt-5.5,both
MCQ_12_2,no,gpt-5.5,both
MCQ_12_4,no,gpt-5.5,both
MCQ_12_6,no,gpt-5.5,both
MCQ_12_5,no,gpt-5.5,both
MCQ_12_9,no,gpt-5.5,both
MCQ_12_7,no,gpt-5.5,both
MCQ_13_1,no,gpt-5.5,both
MCQ_12_8,no,gpt-5.5,both
MCQ_12_10,no,gpt-5.5,both
MCQ_13_2,no,gpt-5.5,option-only
MCQ_13_3,no,gpt-5.5,neither
MCQ_13_5,no,gpt-5.5,option-only
MCQ_13_6,no,gpt-5.5,option-only
MCQ_13_7,no,gpt-5.5,neither
MCQ_13_8,no,gpt-5.5,neither
MCQ_13_4,no,gpt-5.5,neither
MCQ_13_10,no,gpt-5.5,option-only
MCQ_13_9,no,gpt-5.5,option-only
MCQ_14_1,yes,gpt-5.5,neither
MCQ_14_4,yes,gpt-5.5,neither
MCQ_14_3,yes,gpt-5.5,neither
MCQ_14_2,yes,gpt-5.5,neither
MCQ_14_5,yes,gpt-5.5,neither
MCQ_14_6,yes,gpt-5.5,both
MCQ_14_7,yes,gpt-5.5,neither
MCQ_14_8,yes,gpt-5.5,neither
MCQ_14_10,yes,gpt-5.5,option-only
MCQ_14_9,yes,gpt-5.5,neither
MCQ_15_2,no,gpt-5.5,neither
MCQ_15_1,no,gpt-5.5,both
MCQ_15_4,no,gpt-5.5,code-only
MCQ_15_3,no,gpt-5.5,option-only
MCQ_15_5,no,gpt-5.5,both
MCQ_15_7,no,gpt-5.5,both
MCQ_15_9,no,gpt-5.5,both
MCQ_15_10,no,gpt-5.5,code-only
MCQ_15_8,no,gpt-5.5,both
MCQ_16_1,no,gpt-5.5,both
MCQ_16_2,no,gpt-5.5,both
MCQ_16_3,no,gpt-5.5,both
MCQ_16_5,no,gpt-5.5,both
MCQ_16_6,no,gpt-5.5,both
MCQ_16_4,no,gpt-5.5,both
MCQ_16_7,no,gpt-5.5,both
MCQ_16_8,no,gpt-5.5,both
MCQ_16_10,no,gpt-5.5,both
MCQ_16_9,no,gpt-5.5,both
MCQ_17_1,yes,gpt-5.5,option-only
MCQ_17_2,yes,gpt-5.5,option-only
MCQ_17_3,yes,gpt-5.5,option-only
MCQ_17_4,yes,gpt-5.5,option-only
MCQ_17_5,yes,gpt-5.5,neither
MCQ_17_7,yes,gpt-5.5,option-only
MCQ_17_6,yes,gpt-5.5,option-only
MCQ_17_8,yes,gpt-5.5,option-only
MCQ_18_1,no,gpt-5.5,both
MCQ_17_9,yes,gpt-5.5,option-only
MCQ_18_2,no,gpt-5.5,both
MCQ_17_10,yes,gpt-5.5,option-only
MCQ_15_6,no,gpt-5.5,both
MCQ_18_4,no,gpt-5.5,both
MCQ_18_3,no,gpt-5.5,both
MCQ_18_5,no,gpt-5.5,both
MCQ_18_7,no,gpt-5.5,both
MCQ_18_9,no,gpt-5.5,both
MCQ_18_6,no,gpt-5.5,both
MCQ_19_1,no,gpt-5.5,both
MCQ_18_8,no,gpt-5.5,both
MCQ_19_2,no,gpt-5.5,both
MCQ_19_3,no,gpt-5.5,both
MCQ_18_10,no,gpt-5.5,both
MCQ_19_5,no,gpt-5.5,both
MCQ_19_6,no,gpt-5.5,both
MCQ_19_4,no,gpt-5.5,both
MCQ_19_7,no,gpt-5.5,both
MCQ_19_9,no,gpt-5.5,both
MCQ_19_8,no,gpt-5.5,both
MCQ_19_10,no,gpt-5.5,both
MCQ_20_2,no,gpt-5.5,both
MCQ_20_5,no,gpt-5.5,both
MCQ_20_4,no,gpt-5.5,both
MCQ_20_3,no,gpt-5.5,both
MCQ_20_1,no,gpt-5.5,both
MCQ_20_6,no,gpt-5.5,both
MCQ_20_7,no,gpt-5.5,both
MCQ_20_9,no,gpt-5.5,both
MCQ_20_8,no,gpt-5.5,both
MCQ_20_10,no,gpt-5.5,both
MCQ_21_2,no,gpt-5.5,both
MCQ_21_1,no,gpt-5.5,both
MCQ_21_3,no,gpt-5.5,both
MCQ_21_4,no,gpt-5.5,both
MCQ_21_6,no,gpt-5.5,both
MCQ_21_5,no,gpt-5.5,both
MCQ_21_7,no,gpt-5.5,both
MCQ_21_8,no,gpt-5.5,both
MCQ_21_9,no,gpt-5.5,both
MCQ_21_10,no,gpt-5.5,both
MCQ_22_3,yes,gpt-5.5,neither
MCQ_22_1,yes,gpt-5.5,option-only
MCQ_22_4,yes,gpt-5.5,neither
MCQ_22_5,yes,gpt-5.5,neither
MCQ_22_2,yes,gpt-5.5,neither
MCQ_22_6,yes,gpt-5.5,both
MCQ_22_7,yes,gpt-5.5,option-only
MCQ_23_1,no,gpt-5.5,both
MCQ_22_8,yes,gpt-5.5,option-only
MCQ_22_9,yes,gpt-5.5,both
MCQ_23_2,no,gpt-5.5,both
MCQ_22_10,yes,gpt-5.5,neither
MCQ_23_3,no,gpt-5.5,both
MCQ_23_5,no,gpt-5.5,both
MCQ_23_6,no,gpt-5.5,both
MCQ_23_4,no,gpt-5.5,both
MCQ_23_9,no,gpt-5.5,both
MCQ_23_8,no,gpt-5.5,both
MCQ_23_7,no,gpt-5.5,both
MCQ_23_10,no,gpt-5.5,both
MCQ_24_1,yes,gpt-5.5,neither
MCQ_24_2,yes,gpt-5.5,option-only
MCQ_24_4,yes,gpt-5.5,option-only
MCQ_24_5,yes,gpt-5.5,neither
MCQ_24_3,yes,gpt-5.5,option-only
MCQ_24_6,yes,gpt-5.5,option-only
MCQ_24_7,yes,gpt-5.5,option-only
MCQ_24_8,yes,gpt-5.5,neither
MCQ_25_1,no,gpt-5.5,option-only
MCQ_24_9,yes,gpt-5.5,neither
MCQ_24_10,yes,gpt-5.5,option-only
MCQ_25_2,no,gpt-5.5,option-only
MCQ_25_4,no,gpt-5.5,option-only
MCQ_25_3,no,gpt-5.5,option-only
MCQ_25_5,no,gpt-5.5,option-only
MCQ_25_6,no,gpt-5.5,option-only
MCQ_25_7,no,gpt-5.5,option-only
MCQ_25_10,no,gpt-5.5,option-only
MCQ_25_9,no,gpt-5.5,option-only
MCQ_25_8,no,gpt-5.5,option-only
MCQ_26_5,no,gpt-5.5,both
MCQ_26_1,no,gpt-5.5,code-only
MCQ_26_2,no,gpt-5.5,both
MCQ_26_4,no,gpt-5.5,both
MCQ_26_3,no,gpt-5.5,both
MCQ_26_6,no,gpt-5.5,both
MCQ_26_7,no,gpt-5.5,both
MCQ_26_10,no,gpt-5.5,both
MCQ_26_8,no,gpt-5.5,both
MCQ_26_9,no,gpt-5.5,both
MCQ_27_2,yes,gpt-5.5,option-only
MCQ_27_1,yes,gpt-5.5,option-only
MCQ_27_3,yes,gpt-5.5,option-only
MCQ_27_4,yes,gpt-5.5,option-only
MCQ_27_5,yes,gpt-5.5,option-only
MCQ_27_7,yes,gpt-5.5,neither
MCQ_27_8,yes,gpt-5.5,option-only
MCQ_27_9,yes,gpt-5.5,option-only
MCQ_27_6,yes,gpt-5.5,option-only
MCQ_27_10,yes,gpt-5.5,option-only
MCQ_28_1,no,gpt-5.5,both
MCQ_28_3,no,gpt-5.5,both
MCQ_28_2,no,gpt-5.5,both
MCQ_28_5,no,gpt-5.5,both
MCQ_28_4,no,gpt-5.5,both
MCQ_28_6,no,gpt-5.5,both
MCQ_28_7,no,gpt-5.5,both
MCQ_28_8,no,gpt-5.5,both
MCQ_28_10,no,gpt-5.5,both
MCQ_28_9,no,gpt-5.5,both
MCQ_29_1,no,gpt-5.5,both
MCQ_29_2,no,gpt-5.5,both
MCQ_29_3,no,gpt-5.5,both
MCQ_29_4,no,gpt-5.5,both
MCQ_29_5,no,gpt-5.5,both
MCQ_29_6,no,gpt-5.5,both
MCQ_29_7,no,gpt-5.5,both
MCQ_29_8,no,gpt-5.5,both
MCQ_29_10,no,gpt-5.5,both
MCQ_29_9,no,gpt-5.5,both
MCQ_30_1,yes,gpt-5.5,option-only
MCQ_30_2,yes,gpt-5.5,neither
MCQ_30_3,yes,gpt-5.5,neither
MCQ_30_4,yes,gpt-5.5,neither
MCQ_30_6,yes,gpt-5.5,option-only
MCQ_30_5,yes,gpt-5.5,option-only
MCQ_30_8,yes,gpt-5.5,neither
MCQ_30_9,yes,gpt-5.5,option-only
MCQ_30_10,yes,gpt-5.5,option-only
MCQ_30_7,yes,gpt-5.5,option-only
MCQ_31_1,yes,gpt-5.5,option-only
MCQ_31_3,yes,gpt-5.5,option-only
MCQ_31_2,yes,gpt-5.5,option-only
MCQ_31_4,yes,gpt-5.5,option-only
MCQ_31_7,yes,gpt-5.5,option-only
MCQ_31_8,yes,gpt-5.5,option-only
MCQ_31_5,yes,gpt-5.5,option-only
MCQ_31_6,yes,gpt-5.5,option-only
MCQ_31_10,yes,gpt-5.5,option-only
MCQ_31_9,yes,gpt-5.5,option-only
MCQ_32_1,no,gpt-5.5,both
MCQ_32_2,no,gpt-5.5,both
MCQ_32_3,no,gpt-5.5,both
MCQ_32_4,no,gpt-5.5,both
MCQ_32_5,no,gpt-5.5,both
MCQ_32_6,no,gpt-5.5,both
MCQ_32_8,no,gpt-5.5,both
MCQ_32_7,no,gpt-5.5,both
MCQ_32_9,no,gpt-5.5,both
MCQ_32_10,no,gpt-5.5,both
MCQ_34_1,no,gpt-5.5,option-only
MCQ_34_2,no,gpt-5.5,both
MCQ_34_4,no,gpt-5.5,both
MCQ_34_3,no,gpt-5.5,option-only
MCQ_34_5,no,gpt-5.5,both
MCQ_34_7,no,gpt-5.5,option-only
MCQ_34_6,no,gpt-5.5,option-only
MCQ_34_8,no,gpt-5.5,option-only
MCQ_35_1,no,gpt-5.5,both
MCQ_34_9,no,gpt-5.5,option-only
MCQ_34_10,no,gpt-5.5,both
MCQ_35_2,no,gpt-5.5,both
MCQ_35_3,no,gpt-5.5,both
MCQ_35_4,no,gpt-5.5,both
MCQ_35_5,no,gpt-5.5,both
MCQ_35_6,no,gpt-5.5,both
MCQ_35_8,no,gpt-5.5,both
MCQ_35_7,no,gpt-5.5,both
MCQ_35_9,no,gpt-5.5,both
MCQ_35_10,no,gpt-5.5,both
MCQ_36_1,no,gpt-5.5,code-only
MCQ_36_2,no,gpt-5.5,code-only
MCQ_36_3,no,gpt-5.5,option-only
MCQ_36_4,no,gpt-5.5,both
MCQ_36_5,no,gpt-5.5,code-only
MCQ_36_7,no,gpt-5.5,both
MCQ_36_6,no,gpt-5.5,code-only
MCQ_36_8,no,gpt-5.5,code-only
MCQ_37_1,yes,gpt-5.5,option-only
MCQ_36_9,no,gpt-5.5,both
MCQ_37_3,yes,gpt-5.5,neither
MCQ_36_10,no,gpt-5.5,option-only
MCQ_37_2,yes,gpt-5.5,option-only
MCQ_37_5,yes,gpt-5.5,neither
MCQ_37_6,yes,gpt-5.5,neither
MCQ_37_8,yes,gpt-5.5,neither
MCQ_37_7,yes,gpt-5.5,neither
MCQ_37_4,yes,gpt-5.5,option-only
MCQ_37_10,yes,gpt-5.5,option-only
MCQ_37_9,yes,gpt-5.5,neither
MCQ_38_3,yes,gpt-5.5,option-only
MCQ_38_2,yes,gpt-5.5,option-only
MCQ_38_1,yes,gpt-5.5,option-only
MCQ_38_4,yes,gpt-5.5,option-only
MCQ_38_5,yes,gpt-5.5,option-only
MCQ_38_6,yes,gpt-5.5,neither
MCQ_38_7,yes,gpt-5.5,option-only
MCQ_38_8,yes,gpt-5.5,neither
MCQ_38_9,yes,gpt-5.5,neither
MCQ_39_1,yes,gpt-5.5,option-only
MCQ_39_2,yes,gpt-5.5,neither
MCQ_38_10,yes,gpt-5.5,option-only
MCQ_39_3,yes,gpt-5.5,option-only
MCQ_39_4,yes,gpt-5.5,option-only
MCQ_39_6,yes,gpt-5.5,option-only
MCQ_39_7,yes,gpt-5.5,both
MCQ_39_5,yes,gpt-5.5,option-only
MCQ_39_9,yes,gpt-5.5,neither
MCQ_40_2,no,gpt-5.5,code-only
MCQ_40_1,no,gpt-5.5,both
MCQ_39_8,yes,gpt-5.5,both
MCQ_39_10,yes,gpt-5.5,option-only
MCQ_40_3,no,gpt-5.5,both
MCQ_40_4,no,gpt-5.5,option-only
MCQ_40_6,no,gpt-5.5,both
MCQ_40_7,no,gpt-5.5,both
MCQ_40_8,no,gpt-5.5,option-only
MCQ_40_9,no,gpt-5.5,both
MCQ_40_10,no,gpt-5.5,both
MCQ_41_2,no,gpt-5.5,both
MCQ_41_1,no,gpt-5.5,both
MCQ_41_3,no,gpt-5.5,both
MCQ_40_5,no,gpt-5.5,both
MCQ_41_4,no,gpt-5.5,both
MCQ_41_6,no,gpt-5.5,both
MCQ_41_5,no,gpt-5.5,code-only
MCQ_41_7,no,gpt-5.5,code-only
MCQ_41_8,no,gpt-5.5,both
MCQ_41_9,no,gpt-5.5,both
MCQ_42_1,no,gpt-5.5,both
MCQ_41_10,no,gpt-5.5,both
MCQ_42_2,no,gpt-5.5,both
MCQ_42_3,no,gpt-5.5,both
MCQ_42_5,no,gpt-5.5,both
MCQ_42_6,no,gpt-5.5,both
MCQ_42_7,no,gpt-5.5,both
MCQ_42_4,no,gpt-5.5,both
MCQ_42_8,no,gpt-5.5,both
MCQ_42_9,no,gpt-5.5,both
MCQ_42_10,no,gpt-5.5,both
MCQ_45_1,no,gpt-5.5,option-only
MCQ_45_3,no,gpt-5.5,both
MCQ_45_2,no,gpt-5.5,neither
MCQ_45_4,no,gpt-5.5,neither
MCQ_45_5,no,gpt-5.5,option-only
MCQ_45_6,no,gpt-5.5,neither
MCQ_45_7,no,gpt-5.5,neither
MCQ_45_8,no,gpt-5.5,neither
MCQ_46_1,no,gpt-5.5,both
MCQ_45_9,no,gpt-5.5,code-only
MCQ_46_2,no,gpt-5.5,both
MCQ_46_3,no,gpt-5.5,both
MCQ_45_10,no,gpt-5.5,both
MCQ_46_4,no,gpt-5.5,both
MCQ_46_5,no,gpt-5.5,both
MCQ_46_6,no,gpt-5.5,both
MCQ_46_7,no,gpt-5.5,both
MCQ_46_9,no,gpt-5.5,both
MCQ_46_8,no,gpt-5.5,both
MCQ_46_10,no,gpt-5.5,both
MCQ_47_2,no,gpt-5.5,both
MCQ_47_3,no,gpt-5.5,both
MCQ_47_1,no,gpt-5.5,both
MCQ_47_5,no,gpt-5.5,both
MCQ_47_4,no,gpt-5.5,both
MCQ_47_7,no,gpt-5.5,both
MCQ_47_8,no,gpt-5.5,both
MCQ_47_6,no,gpt-5.5,both
MCQ_47_9,no,gpt-5.5,both
MCQ_48_1,no,gpt-5.5,both
MCQ_47_10,no,gpt-5.5,both
MCQ_48_2,no,gpt-5.5,option-only
MCQ_48_3,no,gpt-5.5,neither
MCQ_48_4,no,gpt-5.5,both
MCQ_48_6,no,gpt-5.5,both
MCQ_48_7,no,gpt-5.5,option-only
MCQ_48_5,no,gpt-5.5,option-only
MCQ_48_8,no,gpt-5.5,option-only
MCQ_49_1,no,gpt-5.5,both
MCQ_48_9,no,gpt-5.5,option-only
MCQ_49_2,no,gpt-5.5,both
MCQ_48_10,no,gpt-5.5,option-only
MCQ_49_4,no,gpt-5.5,both
MCQ_49_3,no,gpt-5.5,both
MCQ_49_5,no,gpt-5.5,both
MCQ_49_7,no,gpt-5.5,both
MCQ_49_6,no,gpt-5.5,code-only
MCQ_49_10,no,gpt-5.5,both
MCQ_49_8,no,gpt-5.5,both
MCQ_49_9,no,gpt-5.5,both
MCQ_50_2,yes,gpt-5.5,option-only
MCQ_50_4,yes,gpt-5.5,neither
MCQ_50_3,yes,gpt-5.5,option-only
MCQ_50_1,yes,gpt-5.5,neither
MCQ_50_6,yes,gpt-5.5,option-only
